"ProteinID","n_proteins","protein_score","n_peptides","MDA_GD3","MDA_GD2","MDA_GD1","MDA_HG1","MDA_HG3","MDA_HG2","MDA_GD1","MDA_GD2","MDA_GD3","MDA_HG1","MDA_HG2","MDA_HG3","MDA_GD1_sim","MDA_GD2_sim","MDA_GD3_sim","MDA_HG1_sim","MDA_HG2_sim","MDA_HG3_sim"
"sp|Q9UPN6|SCAF8_HUMAN",1,1,2,4238824,24125456,8591729,0,8177523,8270250,15.966310554265,16.9987781065651,15.2597964302466,NA,15.928175296289,15.9168998509863,14.7586049013253,14.0497657648152,15.3468123048602,15.9143409313924,15.918694104122,15.9297800503643
"sp|Q9UPN7|PP6R1_HUMAN",1,1,4,30204610,82169687,69027290,18215760,0,40054440,18.0500124916155,18.224297020724,17.223505119702,16.7177977114084,17.5057500867572,NA,17.7923728543075,18.1524762728614,17.9029944338975,17.5137043425622,16.5350995821114,17.4683136646531
"sp|Q9UPN9|TRI33_HUMAN",1,1,6,89238592,142319782,151968613,158282376,215199516,148437338,18.8391845640668,18.7735870695613,18.306824149726,18.8798911857411,18.8156734608242,19.1870761371787,18.1950210451124,19.0023994996651,18.9469554863361,19.2030140303738,19.0542567977449,18.957686944547
"sp|Q9UPQ0|LIMC1_HUMAN",1,0.912332332,3,14106420,113859600,30454470,37325540,67478350,24155390,17.231743339376,18.5504766683948,16.462140570871,17.4351883687999,17.0000181015658,18.0273173636537,16.72824041885,16.4533620255706,15.6944382786768,17.8494864993456,17.9677983758171,17.2929349559457
"sp|Q9UPT8|ZC3H4_HUMAN",1,1,9,73685830,319580798,262879942,150693670,274585400,248572806,19.3872079916202,19.5825206886997,18.1153210727311,18.8307596587331,19.3312463424815,19.4307728816399,19.2785425868736,19.6419972422313,17.9835010469154,18.9943345909142,19.3922279691538,18.6825649189094
"sp|Q9UPU5|UBP24_HUMAN",1,1,10,195617370,97272936,354169314,8873922,55826728,39829260,19.6852856448903,18.3930313584139,19.0916711153032,15.9986274211596,17.5001123760247,17.8377633090851,19.4534318893144,17.2443969307996,19.7216261701227,18.8686662671807,16.7135535444939,16.3897654915087
"sp|Q9UQ35|SRRM2_HUMAN",1,1,21,677167704,890687038,973887746,1187471685,1432588096,1358096998,20.6968066044516,20.6075036756971,20.3334295165958,20.8950922493783,21.0293502906308,21.0827485027425,20.2627194697529,20.2886059757233,20.5403589686183,20.9578266373039,20.9336889377621,20.9646623717205
"sp|Q9UQ53|MGT4B_HUMAN",1,0.999093732,1,134612608,0,0,151506800,0,0,NA,NA,18.7179116409219,18.8361410663949,NA,NA,18.1542057279692,18.1603607334053,19.4603578070882,18.6657992551106,18.9967616383459,18.6589670074858
"sp|Q9UQ80|PA2G4_HUMAN",1,1,15,2372934706,2760353743,3309414682,2028822252,2454277828,1959906190,21.9200371774659,21.7386246762163,21.5873932986401,21.430721290207,21.3961624467985,21.6210983911708,21.9669683738206,21.5181927980687,21.9154373102937,21.6828762621329,21.4187046590506,21.4962949161445
"sp|Q9UQB8|BAIP2_HUMAN",1,0.999956792,4,4311333,44941660,497013664,38381000,29016830,24868430,20.0241280766407,17.620875762179,15.276757695005,17.4630731034415,17.0291096855199,17.1833865644434,18.9820972816691,18.5817519365328,16.3240806451092,17.1569455537543,17.4084437212658,17.3877601349796
"sp|Q9UQC2|GAB2_HUMAN",1,0.998344547,1,0,0,18445720,0,0,12952920,16.7303429232199,NA,NA,NA,16.3768318033179,NA,17.4580467044181,16.3750255831712,16.9825151096774,16.4818329820504,15.6754732875712,16.5624490807129
"sp|Q9UQE7|SMC3_HUMAN",1,1,3,39593412,10323170,152833064,26974090,17066860,56551410,18.8448567987229,16.1499014413931,17.4941732987484,17.1103873335997,17.8506606939026,16.6526491294025,17.3574492199152,16.6704856480633,18.6099069720252,16.3321117167587,17.6734486901977,16.6413635217144
"sp|Q9UQN3|CHM2B_HUMAN",1,0.999559528,1,0,0,0,0,14433170,0,NA,NA,NA,NA,NA,16.4850395878433,NA,NA,NA,16.0707009860466,16.1293063345976,16.8951178432932
"sp|Q9Y223|GLCNE_HUMAN",1,1,1,0,0,0,0,131343600,0,NA,NA,NA,NA,NA,18.6933273481276,NA,NA,NA,18.4021518347873,18.9233058915975,18.84950176705
"sp|Q9Y224|RTRAF_HUMAN",1,1,11,535307314,508962647,829734701,407632138,655663314,543361054,20.5366165703106,20.0478851867532,20.0983515586366,19.8258757031133,20.1132845814274,20.3011579743015,20.4894466864301,19.4088642880131,20.4294412986997,20.5640588131008,19.8010305739416,20.3249852464493
"sp|Q9Y230|RUVB2_HUMAN",1,1,14,769018626,558091918,1883146331,598847534,520625744,643608730,21.3562097952324,20.140034234378,20.4606257482429,20.2105175894567,20.2826015373162,20.070541999936,19.8654433599051,20.6520595286545,19.8658363842968,20.059022228136,20.0951922597092,20.1827744451175
"sp|Q9Y237|PIN4_HUMAN",1,0.999974075,1,41868152,0,57387792,0,0,0,17.8653421557427,NA,17.5500360004079,NA,NA,NA,17.6253343667894,17.4004625636443,17.9179727801797,NA,NA,NA
"sp|Q9Y241|HIG1A_HUMAN",1,1,1,0,0,0,23408920,0,0,NA,NA,NA,16.9686277042722,NA,NA,NA,NA,NA,16.549277447539,17.3849042602236,16.7030449884382
"sp|Q9Y256|FACE2_HUMAN",1,0.999974075,1,0,0,10201740,0,0,0,16.1380688519413,NA,NA,NA,NA,NA,16.4425429210632,15.5727450071741,15.9428938371092,NA,NA,NA
"sp|Q9Y262|EIF3L_HUMAN",1,1,19,1167831192,1381642066,1412675978,1601475700,2007163996,1731559906,21.0687515994193,21.0465385316407,20.8784141835101,21.1941913536233,21.2722885189559,21.4199886154303,21.0473595065409,20.9799673368947,21.0439441287773,21.1732997839082,21.1050472099872,21.1604928469935
"sp|Q9Y263|PLAP_HUMAN",1,1,9,150692940,242860900,175728958,689334754,307772532,118255758,18.9844533546024,19.3079994094218,18.8307548144569,20.3512375658508,18.5883602775969,19.5448715356209,19.1646066099139,19.1105574515057,19.0787445587468,19.2218119033608,20.5159585960834,20.7276794199638
"sp|Q9Y265|RUVB1_HUMAN",1,1,11,675204614,618099016,868537110,565074144,595107380,713086222,20.5823208715754,20.2421592226528,20.3305263347535,20.1524675088196,20.3851128995386,20.2042524178153,20.1288201493132,20.6124564339215,20.4913241316633,20.3377472920598,20.2647464176121,20.3489560652806
"sp|Q9Y266|NUDC_HUMAN",1,1,12,1294498862,1299474656,1329340990,631466456,1010110700,1032948940,21.0079491601406,20.9852259089699,20.9813894780516,20.2635553803709,20.7556835970143,20.7333257657539,20.9904608293843,21.0147597556402,20.9857222103487,21.0060113720382,20.9164760147839,20.7374212339592
"sp|Q9Y281|COF2_HUMAN",1,0.781827225,1,98924968,0,0,0,0,0,NA,NA,18.4098722217583,NA,NA,NA,18.4728744437315,18.2620326606965,18.5613392774353,NA,NA,NA
"sp|Q9Y282|ERGI3_HUMAN",1,1,2,52342660,0,22540520,121405024,45860312,36397712,16.9308251364074,NA,17.7733222753263,18.6146428195884,17.4100164734885,17.6411106386853,17.2948417958805,18.5665216971366,16.9140090882605,17.2813532534047,18.2861900947844,17.2586510869307
"sp|Q9Y283|INVS_HUMAN",1,0.709126909,1,0,0,0,8653340,0,0,NA,NA,NA,15.9734559315478,NA,NA,NA,NA,NA,15.5491621117885,16.3804070580536,15.4708595400001
"sp|Q9Y285|SYFA_HUMAN",1,1,6,223968120,222359200,294439836,212211236,304841500,246819454,19.5005852481651,19.2198046502737,19.2270142782621,19.1730927327895,19.3241676718485,19.5353025273642,19.4066369301347,19.4170203403932,19.4313381314254,18.9793838788767,19.3372923813848,19.3318739382185
"sp|Q9Y287|ITM2B_HUMAN",1,0.999999366,2,32062850,33611700,34461152,60167120,31540480,35749820,17.3553432185691,17.3303847786066,17.283208597015,17.9126365816668,17.3920557921266,17.2667823581532,17.3044904074177,17.2869378314601,17.3184837333325,17.352181312961,17.2329744485848,17.2920056552911
"sp|Q9Y289|SC5A6_HUMAN",1,1,4,25419310,69553080,54986528,358602368,412645096,349092312,17.8225987677382,18.0576007600405,17.0510196793761,19.6977247225714,19.6708469494896,19.838098449769,17.7068731419225,17.7399250488884,17.940089499688,19.7464872398956,19.8662923501223,19.7751294481536
"sp|Q9Y291|RT33_HUMAN",1,0.999999846,3,16457360,56890960,66694512,83276250,68877372,91861898,18.0156332286402,17.8566470112549,16.6162833515281,18.2376739524387,18.3357968985252,18.0478382640458,18.9230451270237,16.6327043738679,16.6952946735181,18.3158547681127,18.2865683395541,18.2630437552665
"sp|Q9Y294|ASF1A_HUMAN",1,1,2,53178738,31692220,21264510,26097590,27537700,27964990,16.8725500438462,17.2715817828581,17.7891692127717,17.0773535308648,17.1464639286479,17.1310665328898,17.3614577409763,16.9944799084018,17.6258199342484,17.1463993551721,17.0822984095924,17.1212174008298
"sp|Q9Y295|DRG1_HUMAN",1,1,5,93464400,145098034,85814020,70056152,80471022,51309800,18.2676929543727,18.7929201684863,18.3530911730926,18.0648076498747,17.7533923250349,18.2034077024269,18.6438234518122,18.5818678430427,18.2336923594342,17.9416180978629,18.3539715273029,18.5093653091771
"sp|Q9Y2A7|NCKP1_HUMAN",1,0.999976925,4,0,109426263,85055255,24092030,0,68233512,18.2588116620814,18.5107614831268,NA,16.9973916383716,18.038446380426,NA,18.3988394087705,18.4133335287751,18.3655357083657,16.6756407322047,19.0112434379984,18.2805839985283
"sp|Q9Y2B0|CNPY2_HUMAN",1,1,8,788468536,887661188,1158139523,713944672,1144463471,1155990712,20.8700806950224,20.6041006831046,20.4856030599567,20.3863160271053,20.8682235725622,20.8582017798532,20.7213136688804,20.3307252755264,20.6966147849257,20.7368256520597,20.6708727054612,20.7584501091964
"sp|Q9Y2D5|AKAP2_HUMAN",1,0.94313639,2,10759680,0,34891768,0,0,0,17.3677614854245,NA,16.1913163724787,NA,NA,NA,14.798151467116,16.4102322669377,16.2703206868252,NA,NA,NA
"sp|Q9Y2D8|ADIP_HUMAN",1,0.792245422,1,0,114011904,113744200,114121000,117707400,111488000,18.5494626254844,18.5518134219599,NA,18.5527698469771,18.5294275197543,18.5837124419619,18.5496764931603,18.5508537215462,18.5495503649904,18.5852062159973,18.5625979346797,18.520221740336
"sp|Q9Y2H0|DLGP4_HUMAN",1,1,2,0,0,21610900,0,37657940,0,16.8887083750013,NA,NA,NA,NA,17.4440543797503,16.5937812321461,16.1648980668089,16.7553448474118,17.4579159066974,17.0131795872433,18.274277619319
"sp|Q9Y2I1|NISCH_HUMAN",1,0.998525242,1,20393470,0,21648190,17208640,0,0,16.8904324061465,NA,16.8307253095329,16.6609221412418,NA,NA,16.8437277101838,16.8532360489597,16.8098069482199,16.6557478738431,16.599465697326,16.6410764705115
"sp|Q9Y2J4|AMOL2_HUMAN",1,0.944810909,1,0,16427020,0,0,0,0,NA,16.6144380980304,NA,NA,NA,NA,17.0822274079161,16.3154955676701,16.6450801802858,NA,NA,NA
"sp|Q9Y2J8|PADI2_HUMAN",1,1,16,964919906,804639950,719685900,603383132,797324320,727731581,20.3943254247897,20.5059054682483,20.6875556568949,20.2180629293764,20.4054428307541,20.496772079955,20.4975686199857,20.3804829133097,20.6209070786536,20.4813570045701,20.3467654626921,20.5987527683297
"sp|Q9Y2K7|KDM2A_HUMAN",1,0.9952626,1,0,0,0,0,0,10714010,NA,NA,NA,NA,16.1870627887808,NA,NA,NA,NA,16.4466564945302,16.6633705904535,15.8423238522935
"sp|Q9Y2L1|RRP44_HUMAN",1,1,7,92253895,217899472,185408326,30105910,89878852,61234340,19.038071118394,19.199544376782,18.3400550622158,17.2202320559608,17.9302187012297,18.3139732326142,18.2219709944111,19.3508488292775,18.9186405607908,17.6220181186969,18.0204251677661,18.7192956485009
"sp|Q9Y2P8|RCL1_HUMAN",1,0.999987076,2,11856580,17830330,15861770,0,0,15479100,16.5794223694572,16.6964114978004,16.2883935456993,NA,16.5550012849008,NA,16.1625149548929,16.6236361253293,16.4026453153162,15.6642514268895,16.706159083489,16.9232525450584
"sp|Q9Y2Q3|GSTK1_HUMAN",1,1,4,378894452,409319752,484399774,556131862,607712948,574549394,19.9984211030865,19.8300071982997,19.7527682334958,20.1365159859669,20.1690966289289,20.2252132034443,19.8104866411589,19.9989017777028,19.8053238149097,20.1682423417821,20.2420234013015,20.1889294368525
"sp|Q9Y2Q5|LTOR2_HUMAN",1,0.999999024,2,54386140,23837670,25963430,73095570,41474760,76165280,17.0721995674205,16.9867776604857,17.8116198999526,18.1072783209685,18.1484162737754,17.5405956074056,17.7358364678418,17.0511267572131,16.9808904752812,18.1759154291895,17.8100691070425,17.4821377423527
"sp|Q9Y2Q9|RT28_HUMAN",1,0.999998032,4,0,57861952,61958040,113723296,38057840,409175204,17.9419679397008,17.8735705935488,NA,18.5492788277952,19.8296539939203,17.4546176657257,17.8668301984966,17.8751370199097,17.8599471597194,19.4047704399599,17.7922795590048,19.6414623199955
"sp|Q9Y2R4|DDX52_HUMAN",1,0.699132813,2,72990064,0,0,0,0,20748740,NA,NA,18.1058338802599,NA,16.8479960799057,NA,17.9576666932232,17.9883271091257,17.9314792661921,17.4512802603418,17.6989996978334,16.5984279828859
"sp|Q9Y2R5|RT17_HUMAN",1,1,4,12722520,65310648,55022110,193555156,108465908,174087940,17.8232456624164,17.9946656437405,16.358884209462,19.0810730737445,18.9750711318049,18.5019464695883,18.1274582208808,16.6736791336208,16.6852088778164,18.9966757281543,19.0086631824753,19.2882712915878
"sp|Q9Y2R9|RT07_HUMAN",1,1,3,347183296,0,80803264,124101000,548705410,0,18.207527918715,NA,19.665363428994,18.6366063081601,NA,20.1230722616489,17.9592628791503,18.9415445340233,21.3410328083901,18.7327135665849,19.3679424195438,18.4100125243105
"sp|Q9Y2S7|PDIP2_HUMAN",1,1,7,37554500,93323720,195978542,353176618,171224352,291237488,19.0935157316096,18.3515848671606,17.4413037692072,19.6824788240497,19.4896496022647,18.958485254547,18.3969819627487,16.7695147393065,18.3705923380836,19.8632202914127,18.8438245056377,20.0811528411865
"sp|Q9Y2T2|AP3M1_HUMAN",1,0.999999947,4,115521820,16799620,36162020,0,0,0,17.4035199547598,16.6368668250701,18.5649699878323,NA,NA,NA,18.0905597309159,14.8666167461019,16.7023874503117,NA,NA,NA
"sp|Q9Y2T7|YBOX2_HUMAN",1,0.709863949,1,0,260159696,180003104,244808896,0,59571472,19.0084846531502,19.3768062158114,NA,19.3159884478114,17.9026873597243,NA,18.8064027438033,19.2270924127851,18.7941700452493,18.7176218195646,19.60213919173,17.4595265133075
"sp|Q9Y2V2|CHSP1_HUMAN",1,1,3,201473628,223432568,313838048,277784424,198262016,254282172,19.5643876401164,19.2246202173223,19.1211690523738,19.4423559175981,19.353955121761,19.105100026983,19.3478071813883,19.2937244935517,19.1173521411706,19.4349190440201,19.4449511629819,19.2187550586889
"sp|Q9Y2W1|TR150_HUMAN",1,1,23,2373027402,3482629670,3200193808,3016309342,2783974780,2736399832,21.8864772099181,21.9710534976702,21.5874323617417,21.8272998488086,21.7299089634566,21.7471455204695,21.6796883686239,21.9818098678757,21.7028237800552,21.7210212838413,21.862856364712,21.7365273965256
"sp|Q9Y2W2|WBP11_HUMAN",1,1,7,192912504,76383984,466664322,175440306,268531198,421482210,19.9611207606012,18.1512835986527,19.077747296926,18.9828094062584,19.8592881281098,19.4084776588318,19.4817214464946,18.3630633432312,17.8976395617172,19.3910324524485,19.3233462703704,19.7909281718401
"sp|Q9Y2W6|TDRKH_HUMAN",1,1,2,0,0,0,32671270,32610920,52738670,NA,NA,NA,17.302006656406,17.7808595205206,17.3001577595724,NA,NA,NA,17.4870027761287,17.6658461877268,17.4588146519298
"sp|Q9Y2X3|NOP58_HUMAN",1,1,11,421356846,731284950,641407584,758079872,735182964,895893124,20.2791756692881,20.41031375024,19.8589906478257,20.4462993100871,20.6133316825746,20.4156299568113,20.4417092992095,20.2440663580821,21.0545416893835,20.3597155812066,20.3278993987575,20.5264477871824
"sp|Q9Y2X9|ZN281_HUMAN",1,0.997468173,1,0,0,0,9021321,0,0,NA,NA,NA,16.0151013336439,NA,NA,NA,NA,NA,16.1091529905842,16.6340609803643,15.9173650331106
"sp|Q9Y2Z0|SGT1_HUMAN",1,1,11,268913412,511121874,659598346,469308136,274454936,555716844,20.3071416410662,20.0521186207096,19.4098999972731,19.9667701170729,20.1357694491098,19.4302976378595,20.1658833291553,19.0626651458074,20.1526532979355,19.5719173704643,18.9164432113478,19.8069533466955
"sp|Q9Y2Z4|SYYM_HUMAN",1,0.999999957,3,7995232,0,0,0,18039880,50290820,NA,NA,15.8943559219655,NA,17.7333331134437,16.7080954206919,15.6647493528957,16.3894169570923,16.0950742562347,17.4524007451917,15.9282396409947,16.6646046933448
"sp|Q9Y305|ACOT9_HUMAN",1,1,9,185536928,113877147,440779904,1918178422,191373330,289696376,19.9040562249271,18.5506307673732,19.0387644929757,21.3746418341072,19.4843439531688,19.0697366855814,19.927124808853,19.0185667409935,18.9041326527932,19.345169623063,19.572797773831,21.7332375841116
"sp|Q9Y312|AAR2_HUMAN",1,0.906210305,1,17295170,0,0,0,0,0,NA,NA,16.6659378297356,NA,NA,NA,17.0575517722577,16.7472979020076,16.7717130971789,NA,NA,NA
"sp|Q9Y314|NOSIP_HUMAN",1,1,5,71197142,149079854,90599682,127772108,110272930,144418346,18.3219612610733,18.8199926532349,18.0809632351271,18.665758828827,18.7882248262143,18.5184690325254,18.273879998491,18.0830543717995,18.7694510306657,18.7647670698053,18.6749538152366,18.6232752030255
"sp|Q9Y315|DEOC_HUMAN",1,1,4,34713150,95313880,74247900,0,0,42218380,18.1229200524188,18.3726860033497,17.3626291356649,NA,17.5583662292077,NA,17.7132672275324,17.9780144035605,17.5396718920329,17.4281480605056,16.7735947257787,17.689831072586
"sp|Q9Y316|MEMO1_HUMAN",1,1,4,50154590,33812580,39185880,8746285160,36998111.81,37611070,17.48382703579,17.3363434805571,17.7306205936077,22.8918948940249,17.4428089799222,17.4263774371442,17.9262042475049,17.3875418966721,17.4297573721937,23.4504071057435,18.6175633133159,16.510567589051
"sp|Q9Y320|TMX2_HUMAN",1,1,5,214083575,273639269,204775043,230568894,283115422,303952768,19.1374225833525,19.4273212604604,19.1818770341294,19.2560602651134,19.5323828788785,19.4613652240488,19.4125813370265,19.1362996179271,19.2215871687504,19.6694310725348,19.4546449025523,19.5698763592398
"sp|Q9Y333|LSM2_HUMAN",1,1,3,21536520,101475944,136270108,53794160,58142360,69976208,18.7301495622699,18.4353323234299,16.8852606567517,17.8006754690541,18.0636658565251,17.8784050439465,19.5613429395734,17.2526436646131,18.0918643021647,17.9022679313131,17.9621400830404,17.777246592245
"sp|Q9Y365|STA10_HUMAN",1,1,2,74455344,83852240,145065772,70407592,68355352,70977696,18.7926977975395,18.2445667602476,18.1257100942362,18.0698116562229,18.0778762448079,18.0402304209217,18.4468296982312,18.5619619572982,18.8540538197466,18.0501698824521,18.0577562957429,18.051908061554
"sp|Q9Y371|SHLB1_HUMAN",1,1,3,28367100,35897168,161390288,0,26415080,25372030,18.8993361385076,17.396168964553,17.1607405809045,NA,17.049157944141,17.0894456171582,17.4292295095104,18.0725084828006,18.4963667020132,17.0938916655473,17.0779737361841,17.0023059534484
"sp|Q9Y376|CAB39_HUMAN",1,0.999636487,4,19329340,17336910,0,31691605,10637220,17819060,NA,16.668348312745,16.7771347067837,17.2715623772764,16.6957792288962,16.1798697295432,16.6258750345065,16.6682586805272,16.7890069229531,16.9770841380758,16.8198790889768,16.3997953773784
"sp|Q9Y383|LC7L2_HUMAN",1,1,6,488779292,562848178,610252712,571895072,560661172,680721506,20.2293837113078,20.1485204836629,20.0074215999488,20.1644660919574,20.3386638318665,20.1446273095432,20.5176976549256,20.2497246337662,19.8617902526083,20.2928686686232,20.2025788505737,19.9519776198362
"sp|Q9Y394|DHRS7_HUMAN",1,1,3,10556900,8807689,23279570,82162502,118217370,109391840,16.9630867098665,15.9911356479511,16.172290232539,18.224209575896,18.5104468565048,18.5880356064543,15.6649354207553,16.521968889062,16.178176035099,18.8107759676588,18.3444545459732,18.1219755948984
"sp|Q9Y399|RT02_HUMAN",1,0.99999846,3,67106298,0,0,235307888,67194072,244481504,NA,NA,18.0217884574479,19.2764053762976,19.314650215756,18.0230955873166,16.9465089699107,18.2152534990619,18.254654663039,19.7850322824594,19.1801059510636,18.6858074339793
"sp|Q9Y3A3|PHOCN_HUMAN",1,1,4,103292220,56350728,89888519,57120340,78131672,61435248,18.3140807827213,17.8471057176213,18.453072616636,17.8606708283588,17.9334943000625,18.1739060639743,18.138478507768,18.072411963318,18.5747024459976,17.7785006455793,17.9200472970458,18.2892293022301
"sp|Q9Y3A5|SBDS_HUMAN",1,1,6,299413088,194550956,240488272,116344950,130136392,88078620,19.2981818812483,19.0862046712866,19.5173347430892,18.5720700432468,18.293740382681,18.6840936276572,19.1826254566456,19.1528785453577,19.3326440665141,18.3776699942267,18.2890229020405,18.3693315474258
"sp|Q9Y3A6|TMED5_HUMAN",1,0.999999999,4,54269340,147691332,130289280,247473356,114461696,218915712,18.6852677670298,18.8106350592527,17.8094699845505,19.3268134816528,19.2041973369844,18.5557507922389,17.97638064163,17.9309681195496,18.7965650889264,19.5613354860998,18.663124653048,18.6128223465603
"sp|Q9Y3B2|EXOS1_HUMAN",1,1,2,18943940,25711860,24368430,65085842,62810300,66627462,17.0087990000546,17.0624629220162,16.7569946494311,17.9912176027276,18.0146273928632,17.9556296307287,17.0543825353348,16.8126276250801,17.0076373068252,17.982517061424,18.0085877531726,17.999033928888
"sp|Q9Y3B3|TMED7_HUMAN",1,1,4,351965368,496142382,511104224,535074566,445960474,538052474,20.0520840882318,20.0223735039791,19.6790433423585,20.0979166708493,20.1034666486858,19.9157408827387,20.1366434845835,19.7872480528172,19.4384938694628,19.8972173009149,20.185954913782,20.0641419696903
"sp|Q9Y3B4|SF3B6_HUMAN",1,1,4,194988188,525015880,546004602,925513776,1082329732,950613088,20.1181379622451,20.0789390677175,19.0884495403343,20.6458595747941,20.6726176901958,20.8023817140144,19.9600777645391,20.2091690779178,19.0954116937989,20.6432693404146,20.6600502863137,20.7987865342298
"sp|Q9Y3B7|RM11_HUMAN",1,1,5,28728280,59674308,51064720,118060530,168335570,123771028,17.7486044057716,17.9044121339761,17.1733925614293,18.5867080170095,18.6339438682101,18.941469985612,18.4060469091201,18.1506311101655,17.2850157294898,18.6539524314755,18.7808666598932,18.6712441754701
"sp|Q9Y3B8|ORN_HUMAN",1,1,5,515241488,1092665438,398482208,371591066,1054297480,890591848,19.80317340777,20.8118859041332,20.0601462574625,19.7333045226343,20.6073967974302,20.7761404863328,20.18130154303,20.4058276564837,19.7454070961514,20.2810831700851,20.8004496701802,20.2318186001509
"sp|Q9Y3B9|RRP15_HUMAN",1,1,3,52202208,108793828,116234824,95456458,71262272,122937712,18.5711230476733,18.5049651628358,17.7706353508089,18.3741807643072,18.6271883785655,18.0818776008782,17.8003320913182,17.8644433706564,19.3495608469024,18.6547191126264,18.369651775151,18.4068360778013
"sp|Q9Y3C1|NOP16_HUMAN",1,0.99977799,3,43865191,8068723,49310167,40082728,7460896,0,17.7136408449315,15.9035057873283,17.5966316478039,17.5064560762969,NA,15.8251860722063,15.4306690440626,16.8612458880832,15.1156757820512,16.8262997533713,17.0105989371318,17.0253551085389
"sp|Q9Y3C4|TPRKB_HUMAN",1,0.698100363,1,0,0,0,0,0,34575680,NA,NA,NA,NA,17.3586611027114,NA,NA,NA,NA,17.6105513203112,17.3318088926625,16.9578781939886
"sp|Q9Y3C6|PPIL1_HUMAN",1,1,2,31718510,82185120,86446304,84197744,87132224,79816600,18.2750340161432,18.2244848217422,17.2724109801093,18.2486786855044,18.195242060837,18.2829373389592,18.5329525443646,17.14327335868,15.9847336387396,18.2503152604021,18.2297079740174,18.2381329495913
"sp|Q9Y3C8|UFC1_HUMAN",1,1,3,113712208,138129714,129770840,0,0,0,18.6812806836831,18.7437037581607,18.5491813232296,NA,NA,NA,18.6962014513661,18.6994674843517,18.755754426916,NA,NA,NA
"sp|Q9Y3D0|CIA2B_HUMAN",1,1,2,45192020,66457228,15298310,38822420,42940620,62278962,16.5432529227454,18.012069110722,17.6264310805433,17.4745084727627,17.9471342381245,17.5753287890624,17.1181042865857,17.2350460209827,18.0055284062116,17.2233824123583,17.7370058272534,17.7618452682975
"sp|Q9Y3D5|RT18C_HUMAN",1,0.999481854,1,0,0,0,0,0,7311231,NA,NA,NA,NA,15.8049222170012,NA,NA,NA,NA,15.6117120223996,15.9094083112411,15.9300582519521
"sp|Q9Y3D6|FIS1_HUMAN",1,1,3,74246648,86332006,93845365.88,120838180,119513072,122881096,18.3571589418341,18.2737109563601,18.1229031898469,18.6099628531313,18.6267277465947,18.5989363124746,18.0618188314487,18.3339208019865,18.1650154405948,18.6060953067987,18.6158579948191,18.611494184299
"sp|Q9Y3D8|KAD6_HUMAN",1,1,1,9877971,0,0,16410490,0,0,NA,NA,16.1058176842614,16.613431322462,NA,NA,16.4794195179512,16.4873576388529,16.1549219165462,16.2901737976892,15.8408384172275,17.3449669897157
"sp|Q9Y3D9|RT23_HUMAN",1,1,5,154075278,78803020,84827840,408153152,280763736,334563036,18.2561343487697,18.1824618789668,18.852951859127,19.8271530344828,19.6283358682089,19.4530240764768,17.8423254873573,18.1150467303058,18.8795305892387,19.765596555365,19.7044320334786,19.5441436232074
"sp|Q9Y3E2|BOLA1_HUMAN",1,0.832447449,1,0,24610120,0,0,0,0,NA,17.018668298422,NA,NA,NA,NA,17.116649826517,16.8406950009776,16.604143210521,NA,NA,NA
"sp|Q9Y3E5|PTH2_HUMAN",1,1,3,14291820,0,0,57793482,0,20303560,NA,NA,16.4751979035877,17.8723865591177,16.8263067980947,NA,16.2826720439541,15.7560823950299,16.6537181218146,17.4518559585794,17.8493028877281,18.9647246756988
"sp|Q9Y3F4|STRAP_HUMAN",1,1,15,1150987650,1207787842,1226751570,1489782294,1146916702,1507080264,20.9276355127378,20.9120562935513,20.8638862368284,21.1218958348191,21.1334400159555,20.860343049963,20.9366403112504,20.8845939578554,20.9118874975454,20.8273555842844,21.0760716006165,21.1065224458027
"sp|Q9Y3I0|RTCB_HUMAN",1,1,12,800357242.8,901956283.8,945737097,1021187248,924423944,1004345440,20.667475178244,20.6200766109987,20.5005687394569,20.7442317559838,20.7276018627846,20.6446813382359,20.6832418471479,20.5199814784777,20.4880226448366,20.7621603334428,20.7164299496144,20.6102444935347
"sp|Q9Y3L5|RAP2C_HUMAN",1,0.999991486,1,0,0,0,22241670,21594180,23274710,NA,NA,NA,16.9174781144556,16.9628779213291,16.8879343919033,NA,NA,NA,16.9633018337722,16.9577234564785,17.0140269277903
"sp|Q9Y3P9|RBGP1_HUMAN",1,0.999940569,2,8827727,15451140,20634700,0,0,23571200,16.8424846826575,16.5531933449937,15.9934081215489,NA,16.9755361857928,NA,16.1010998958305,16.7730617131189,15.5771150464222,16.8619750888225,17.3224878801359,16.7633181894084
"sp|Q9Y3Q3|TMED3_HUMAN",1,0.966831291,1,0,0,0,0,0,45567720,NA,NA,NA,NA,17.634710129072,NA,NA,NA,NA,17.4019408993816,17.5423308163007,17.1924656035916
"sp|Q9Y3T9|NOC2L_HUMAN",1,1,5,104150150,75354886,166731932,31581120,233488006,167205240,18.9318978830662,18.1377193249955,18.4613441659007,17.2680700316474,18.9347325978367,19.2686412675869,18.4077435953942,18.8986148424871,19.2275103801465,19.5938081168681,19.7414547892101,17.5020765528171
"sp|Q9Y3U8|RL36_HUMAN",1,1,3,965396000,1780995408,1327411120,1044438336,1059760288,1053965504,21.0064963559199,21.3004382629238,20.6880489378218,20.7667451003584,20.7758255578772,20.7813085760999,21.2686584704791,20.6944609394446,21.0972995897279,20.7802779586308,20.7747274748874,20.7532337968624
