"ProteinID","n_proteins","protein_score","n_peptides","MDA_GD3","MDA_GD2","MDA_GD1","MDA_HG1","MDA_HG3","MDA_HG2","MDA_GD1","MDA_GD2","MDA_GD3","MDA_HG1","MDA_HG2","MDA_HG3","MDA_GD1_sim","MDA_GD2_sim","MDA_GD3_sim","MDA_HG1_sim","MDA_HG2_sim","MDA_HG3_sim"
"sp|O75191|XYLB_HUMAN",1,0.797824494,1,0,0,0,65733140,0,0,NA,NA,NA,18.0011137702839,NA,NA,NA,NA,NA,18.1051135961167,18.2324941976114,18.2196383701353
"sp|O75208|COQ9_HUMAN",1,1,4,101666304,217441408,120322800,487196128,517758388,507468288,18.6056886891716,19.1974399836957,18.4372064786841,20.0041773268735,20.0449447802283,20.0650192589779,18.4435733085643,18.9652053922339,18.7316812214873,20.0476316733027,19.953150094127,20.0596451620386
"sp|O75223|GGCT_HUMAN",1,1,11,1441033258,1368603612,1409682758,617682004,1027173236,1025522372,21.0666305216952,21.0370567956725,21.0886262335032,20.241484326358,20.7484679509384,20.7500764352646,21.0539799279626,21.0660740581985,21.078321335002,20.3891650326626,20.518070467969,20.4340860136476
"sp|O75251|NDUS7_HUMAN",1,1,3,0,85326958,15306720,20153470,21131290,94795322,16.543802505622,18.2620010000472,NA,16.8188870399675,18.3672306200161,16.8662654383676,14.8376826017951,16.7090627420195,17.6384276341947,17.25847542949,17.1952614566859,17.9055500192472
"sp|O75306|NDUS2_HUMAN",1,0.999919184,2,0,0,0,23055940,0,36738520,NA,NA,NA,16.9534339948586,17.4193363538696,NA,NA,NA,NA,17.4132331608169,17.2852850064955,16.9075584698047
"sp|O75312|ZPR1_HUMAN",1,1,5,157398450,313490334,418275550,150863488,110891260,150483660,19.8516509838315,19.563279085026,18.8742910463769,18.8318859328967,18.8293650648303,18.5240606394764,19.5758800903609,19.6055168768106,19.819113221809,18.8488952037547,18.8119525001668,18.8150141325503
"sp|O75319|DUS11_HUMAN",1,0.685071372,1,0,0,9958481,0,0,0,16.1139351078898,NA,NA,NA,NA,NA,15.3474641853066,16.8581658916405,16.3964236681542,NA,NA,NA
"sp|O75323|NIPS2_HUMAN",1,1,9,1164694014,1228267878,1311385192,6133058160,2011087799,2399608726,20.9943498139808,20.9288707845757,20.8757242405388,22.5369593466694,21.598571530176,21.4219416061573,20.8851348062662,20.9082587457453,21.043160084232,21.7203627657358,21.5758688650236,21.847834370618
"sp|O75340|PDCD6_HUMAN",1,1,6,736255416,776467066,820633324,986830556,1019232900,840806436,20.5255869464581,20.4702647862601,20.4170876491,20.7100089068746,20.5498720321124,20.742316122481,20.5224533738664,20.5672764799955,20.5240796434025,20.686521571771,20.7294486093434,20.6632950433392
"sp|O75347|TBCA_HUMAN",1,1,7,532435168,828982320,891843888,829869408,663501048,864146792,20.6088016617747,20.5357093859723,20.0929716979009,20.5367789066167,20.5772532104854,20.3130409912379,20.6158034629107,20.343165940597,20.2512633532929,20.7645145647668,20.5054572923438,20.5188044452716
"sp|O75348|VATG1_HUMAN",1,0.999999997,4,115506526,191114200,211237384,305690096,473259672,374567904,19.1684931017081,19.0683817130956,18.5648375884944,19.5380823885606,19.7412836635774,19.9751547852458,19.3814452415096,19.0671300835161,19.5547258182858,20.0296572268267,20.051296330201,19.509699909312
"sp|O75351|VPS4B_HUMAN",1,0.998345471,2,66837580,49228600,63788040,21021370,0,21333510,17.971076269927,17.7119853133857,18.0177760551713,16.861050097312,16.8757896338715,NA,17.8481182198976,17.7928102550861,17.7423509193381,16.8624317618215,16.8660047182589,16.8527306704696
"sp|O75352|MPU1_HUMAN",1,1,2,14533720,14673060,16849190,36580920,21690960,43724250,16.6398131423906,16.5015237173246,16.4919820248018,17.4150373509661,17.5934134260632,16.8924061418513,16.4393931088153,16.4459777842312,16.4680609662539,16.9477759459581,17.5425537848859,16.7978300091197
"sp|O75367|H2AY_HUMAN",1,0.997622672,1,134461.7031,0,250955.9063,431395,501297.5,348363.8125,12.4330325305702,NA,11.8090347021632,12.9747794226985,12.761002650885,13.1249550162054,13.1894076840994,11.7802147480242,11.9850566402628,12.9398952527464,12.6545636784633,12.8852506679058
"sp|O75369|FLNB_HUMAN",1,1,66,12130115617,5022929030,4828066416,2770856276,1850312292,2037880516,22.297711896508,22.3372790726079,23.2189570913491,21.7424222342861,21.4351761419615,21.3386202682769,23.2333094219278,22.6829958217145,22.7444119545518,21.7752597447338,21.4439316751502,21.6801052386168
"sp|O75380|NDUS6_HUMAN",1,1,2,0,0,0,66052368,131978840,64450408,NA,NA,NA,18.0059584399175,17.9814066178182,18.6981521646704,NA,NA,NA,18.2794388652032,18.2012440086165,17.6609196028302
"sp|O75381|PEX14_HUMAN",1,1,4,166689504,737713098,238519504,98079296,89808080,304090352,19.2899616427268,20.4190655508819,18.9316433823314,18.4012868523124,19.5328354257385,18.313185506953,19.2703596709447,19.0374279171748,19.6401227058674,19.2199548297705,17.3052785845628,19.255702053256
"sp|O75382|TRIM3_HUMAN",1,0.999831293,2,0,0,0,45450960,0,14833590,NA,NA,NA,17.6321445004769,16.5124047616894,NA,NA,NA,NA,17.0937691738607,16.9949125173162,17.143996512117
"sp|O75390|CISY_HUMAN",1,1,14,996024576,1616759382,1710636870,3541420064,2201637256,3038117542,21.2601315767194,21.203689601274,20.7192824899433,21.9877936316763,21.8345039309574,21.5124671277985,21.162958572249,20.9506952050149,21.1470191961967,21.56497886789,21.8303406842743,21.6343557856226
"sp|O75391|SPAG7_HUMAN",1,1,2,28097920,26835690,27257850,18833990,23810320,24733480,17.1208521109828,17.1052432759512,17.1512061102119,16.7511737740973,17.0236683493711,16.9856296581039,17.1194144448582,17.1387832631709,17.0921726183573,16.6368473016255,16.9201010893352,17.1853574528521
"sp|O75396|SC22B_HUMAN",1,1,6,513646376,427010328,339057416,675941388,414385096,746183756,19.641680019735,19.872318758254,20.0570456022137,20.3316169261062,20.4304824495516,19.8423062830118,20.0204731550619,19.6213890614852,20.0555244812924,20.7244089535901,20.7067040801315,20.0682238602713
"sp|O75400|PR40A_HUMAN",1,1,9,203308748,419930774,302071344,300774620,409768020,659801700,19.5261737858498,19.8556004318472,19.1302363076777,19.5218717714802,20.3074498932938,19.8311017526566,19.9954026746106,19.0122114212655,19.4636243656402,19.6242443182075,20.1004788664412,20.1096540361908
"sp|O75410|TACC1_HUMAN",1,0.999999177,3,79436482,49718300,66682888,0,19760470,0,18.0154589262467,17.72188363255,18.1904682917256,NA,NA,16.7991940354262,18.1449210009108,17.7471192782563,18.1502679097021,16.8373983784562,16.7873232899669,16.9747203279179
"sp|O75436|VP26A_HUMAN",1,1,11,358727266,511748956,583305678,665828925,290324583,514439550,20.184221925947,20.053344742445,19.6980729529953,20.3165433261387,20.0585886136242,19.4865101067737,20.4818958474571,20.3266554814138,20.1468294410444,19.6980722866795,19.656669331433,20.4639870997758
"sp|O75439|MPPB_HUMAN",1,1,9,67115258,96282332,96375368,573044072,430647398,428801974,18.3837612082581,18.3827953916078,18.0219219680446,20.1664731862064,19.876505771255,19.8808002111517,18.7509989677468,18.3248757228344,18.3529231757949,19.9999250560731,19.8363734131759,20.0127248883145
"sp|O75475|PSIP1_HUMAN",1,0.801374392,2,103408448,92255984,3563486,127970698.9,138667008,0,15.0862498371946,18.3400777059898,18.4541972188288,18.6673118808351,NA,18.7475859910929,14.4114167880661,16.4521382048684,17.762982737293,18.7663422150303,18.6749929142612,18.7722303940102
"sp|O75489|NDUS3_HUMAN",1,1,7,66457570,150713774,169739632,103413741,119434468,100815188,18.9497762444818,18.8308930595527,18.0120742568759,18.4542484028921,18.4287995768544,18.5982783939806,18.6327583153454,19.6046905221396,18.2020608564835,18.6478803331894,18.6730710921458,18.4272603613586
"sp|O75494|SRS10_HUMAN",1,1,3,90807168,79596976,238057488,541908096,579732096,598928496,19.2880227486866,18.1924866601432,18.324248783187,20.1106069804506,20.2106527766671,20.1780766513462,18.5201133454817,18.0407810574898,19.17923342044,20.1474952955201,20.1453054296169,20.2006167935672
"sp|O75506|HSBP1_HUMAN",1,1,2,26290770,23840930,28489500,37512712,33065760,69388072,17.1650461563025,16.9869144094677,17.0847284849801,17.4401904201643,18.0552255375063,17.3140088638562,17.0846536801391,17.0016798570056,17.0275671825194,16.763118125205,16.8635470159623,17.815412851389
"sp|O75521|ECI2_HUMAN",1,1,7,61057640,67196420,92239860,157922038,181376854,131726520,18.3399029161442,18.0231305302648,17.9273288940164,18.8776120388347,18.6962385131845,19.0160874910323,17.6466470903231,18.0530500041429,18.2514667511064,19.1112412091979,18.8284233318491,19.064942945548
"sp|O75533|SF3B1_HUMAN",1,1,37,2781575505,2811324707,3087506089,5001359602,5477132990,4593656631,21.8506295110443,21.7569216351844,21.7462833325363,22.3329756328169,22.2479421954944,22.4238476239942,21.8456997962457,21.8337034108353,21.8575878712264,22.3653297190477,22.4044381778177,22.3637658918214
"sp|O75534|CSDE1_HUMAN",1,1,15,488815668,461929172,547029802,1097657188,1055137260,1347023516,20.1200138415347,19.9509221299339,20.0074960193178,20.8164439163483,21.0211631922772,20.776936699677,20.1487502509833,19.9824549662664,20.1032970221754,20.8528500881485,20.9797515432658,20.9477374757931
"sp|O75569|PRKRA_HUMAN",1,1,7,123991156,357479178,370376854,141192183,196529146,153573480,19.7300315695829,19.6945876750455,18.6357207984451,18.7656325203011,18.849689707521,19.0963213039742,18.8798574403728,19.0597015554687,19.2535031452683,18.9312723035235,18.740990999962,18.9286650294005
"sp|O75592|MYCB2_HUMAN",1,0.860647192,6,45001099.5,107456743,63244460,96844472,0,35776889,17.962518092803,18.4925989338535,17.6221974807694,18.3886168682327,17.392812684249,NA,18.3169263237311,17.8413248807743,17.3001757291414,17.5232224556192,18.1796361884959,17.232382284318
"sp|O75600|KBL_HUMAN",1,1,3,15561830,50403932,18843170,87737150,81306320,78073700,16.7516610719819,17.7355797458715,16.5603316790536,18.2898559708406,18.1731638103384,18.2137343082741,17.3387775403978,17.0867909630084,17.09384454112,18.1341200885362,18.2976101773694,18.1129585305013
"sp|O75607|NPM3_HUMAN",1,1,4,171829462,88967142,181748094,381842432,140436316,374841480,19.0181321873903,18.3037776685174,18.9620130429165,19.7605185998015,19.7420137745634,18.7602646770777,18.4485769009811,18.3580743447577,19.3083642819691,18.957676767326,19.8757318385654,19.5913328767771
"sp|O75608|LYPA1_HUMAN",1,1,3,101243316,119736728,378110918,134593630,140773110,143972560,19.750698144403,18.6008059572154,18.433037246957,18.7177706486464,18.7851332838267,18.7626600033356,19.8224919672665,17.56275652629,18.1047821800511,18.7494885760549,18.7341124897887,18.7398194568063
"sp|O75616|ERAL1_HUMAN",1,0.907744786,1,0,0,53689320,42095288,0,38307320,17.7987246570177,NA,NA,17.5554463683982,17.4611515586047,NA,17.4108884751084,17.6758089573277,17.7011854906095,17.5457782316543,17.579528603536,17.5431976380399
"sp|O75629|CREG1_HUMAN",1,1,1,0,0,37673568,106094496,94756360,93646008,17.4444692924645,NA,NA,18.4798407266496,18.3550323591439,18.3668195236846,17.1263699811014,17.1890508141356,17.2008702520246,18.3902756191222,18.5446692621461,18.3682144575184
"sp|O75643|U520_HUMAN",1,1,59,1954717338,1120082246,1380845640,2874682004,2963157944,3519001688,21.0459619310496,20.8366679534858,21.3935114357872,21.7792078977739,21.9814431749675,21.8095214095508,20.9860623192501,21.0941488750824,21.2733358369534,21.7958522320037,21.7591059428609,21.8750143640463
"sp|O75648|MTU1_HUMAN",1,0.99744243,1,0,0,0,0,260129104,0,NA,NA,NA,NA,NA,19.3766886195839,NA,NA,NA,19.1428575647701,19.345330226691,20.1192074337633
"sp|O75663|TIPRL_HUMAN",1,1,5,68796402,487160060,92950988,133556704,628958490,138643808,18.3475829014459,20.004103292346,18.0466620050244,18.7100366946879,18.747418669815,20.2595758188463,19.5955076616128,20.170079447195,18.0393878457207,19.8312101307262,19.4196833244631,18.0456811074476
"sp|O75683|SURF6_HUMAN",1,1,1,0,11525140,14245750,13531190,16506600,18088080,16.4719691745808,16.2600412942786,NA,16.4205079489771,16.7107637157519,16.6192708588921,16.2921347092737,16.2332582707118,16.228573359832,16.5422577361885,16.5720480124114,16.7502103505082
"sp|O75688|PPM1B_HUMAN",1,0.728912999,2,32843760,47936008,22234710,0,0,31780380,16.9171651393413,17.6853775127482,17.3072723305134,NA,17.2743596762071,NA,17.786645115076,16.6224060895222,16.7852276183187,16.7383205197567,17.6821071492728,17.2986226238809
"sp|O75694|NU155_HUMAN",1,1,19,236387208,191351530,300281252,640039834,464903301,600033126,19.5202301001022,19.0696227656232,19.280981730357,20.2770409730061,20.2124954216564,19.9573399870873,19.2764035772242,19.5011699423609,19.3941625465191,20.2818883224411,20.2978482308884,20.1752470751986
"sp|O75695|XRP2_HUMAN",1,0.999988886,3,27025810,0,0,84791910,42884460,56347012,NA,NA,17.1123028932883,18.2557106952678,17.8470397713121,17.5740200805121,17.48307495242,16.7973798341392,17.3179645996515,18.2146302637229,17.9152816024162,17.5359527345274
"sp|O75718|CRTAP_HUMAN",1,1,4,0,0,0,79958090,73819062,88187910,NA,NA,NA,18.1970131803677,18.2949804367515,18.1171275489018,NA,NA,NA,17.9737907402697,18.140818416788,18.1241272777833
"sp|O75764|TCEA3_HUMAN",1,0.972925716,1,9095453,37445020,15729880,0,0,33875848,16.5710726462705,17.4383842817822,16.0232851762806,NA,17.3382128700611,NA,17.6816475071811,15.6849775736653,16.4305608212889,17.0451433484087,17.3558485889566,17.7117320439279
"sp|O75787|RENR_HUMAN",1,1,2,0,0,0,20264879,0,6581019,NA,NA,NA,16.824399847141,15.6997001545333,NA,NA,NA,NA,16.8272342183098,15.6609927173815,16.0613517405194
"sp|O75792|RNH2A_HUMAN",1,1,1,0,0,0,0,9805056,0,NA,NA,NA,NA,NA,16.098408728968,NA,NA,NA,15.9955507999526,16.4160762384761,15.0687789339384
"sp|O75818|RPP40_HUMAN",1,1,2,0,38129510,39145190,21192230,28115430,24375860,17.4827881120613,17.4564990809775,NA,16.8691451630273,17.0091038562771,17.1518290939184,17.4731374412119,17.474669202264,17.4740554085995,17.1364604362491,17.2119868933637,16.86590567941
"sp|O75821|EIF3G_HUMAN",1,1,13,1662164812,2899626732,3181837864,1869254530,2632212236,2112350586,21.8807248114469,21.7878478525511,21.2313866933248,21.3488055412732,21.4710671861735,21.6910904839366,21.8719542313222,21.7539955434698,21.4704976800694,21.2154641020905,21.810075700662,21.4342004187572
"sp|O75822|EIF3J_HUMAN",1,1,7,759805048,996951612,963111344,614198890,843977776,719713104,20.6856795850932,20.7202127931475,20.4485724425494,20.2358293587404,20.3943632238988,20.55363672046,20.7341089833582,20.7163420046518,20.6870029666009,20.3358168919378,20.5942011341208,20.2854577930117
"sp|O75828|CBR3_HUMAN",1,1,2,82237008,75099600,121041104,49699660,81141408,48208900,18.6116407483545,18.1343257904885,18.2251159776864,17.7215086499972,17.6910542092785,18.2117039683157,18.5623048371566,18.6570923873195,18.3895870468787,18.0630808335724,18.3374154262864,18.0607021321835
"sp|O75832|PSD10_HUMAN",1,1,3,249929684,303726768,291560460,243775160,248989268,255414492,19.4907579521969,19.5316390657434,19.3366901722644,19.3117568830282,19.3583982423178,19.3329203530985,19.4530506038758,19.498541599219,19.5222608356524,19.3440236122118,19.3439612681006,19.3590269845998
"sp|O75844|FACE1_HUMAN",1,1,13,913657350,1393050760,1321128672,2078927940,1771550854,1789328548,21.0017522627393,21.0547619704197,20.6329661685386,21.4551181843269,21.3051062735775,21.2951211886035,21.0953863031172,21.0423400682913,20.9981056728853,21.4297474507263,21.4794602124547,21.3022515713199
"sp|O75874|IDHC_HUMAN",1,1,13,1787276704,2046381890,2135874650,1903251414,1533803266,1427598104,21.4821420718654,21.4393391390624,21.30395890389,21.36682953109,21.0792592214763,21.1510162826447,21.4688282004298,21.3800036795759,21.2590219088078,21.3790459668656,21.2045691706628,21.2683354014336
"sp|O75879|GATB_HUMAN",1,1,6,101118368,64722648,0,107294572,189031578,32478500,NA,17.985621744587,18.4318023489921,18.4910886191825,17.2960888899253,19.0574246384328,18.1416539169368,18.5209111903482,17.9065302255385,17.9677366628505,19.2728977047102,17.1389854040969
"sp|O75882|ATRN_HUMAN",1,0.999016158,1,0,0,0,0,0,12974020,NA,NA,NA,NA,16.3784594542986,NA,NA,NA,NA,16.0464074875888,15.4579097680729,16.6028812447584
"sp|O75884|RBBP9_HUMAN",1,0.999304347,3,42998430,0,70077840,0,0,16741440,18.0651171821996,NA,17.5766741613634,NA,16.6333976408313,NA,17.4905192681559,17.8008372094887,17.7186386581762,16.246722469478,16.5554234970032,16.4161415078415
"sp|O75886|STAM2_HUMAN",1,1,5,81168278,144152000,74821682,220334224,126885736,189583006,18.1306182672517,18.7863788563888,18.2120350637778,19.2106561514997,19.0603375129664,18.6587975228996,18.6931083685031,18.2474900171615,18.2727000136656,19.0247075832389,19.2615734232733,18.8667513208028
"sp|O75891|AL1L1_HUMAN",1,0.999515021,1,262725296,304249696,314564608,159646800,177476192,176821296,19.5667000438494,19.5333592906531,19.3866195423686,18.8884744330783,18.9906501534027,18.9943470283061,19.5086413637979,19.5184654505493,19.4796770014114,18.8519595038181,18.9192902183692,18.9033141561436
"sp|O75909|CCNK_HUMAN",1,0.999792652,1,0,0,0,0,23421330,0,NA,NA,NA,NA,NA,16.9691577035906,NA,NA,NA,17.312130290948,16.6454961160481,17.007078023093
"sp|O75911|DHRS3_HUMAN",1,1,6,121896752,67355240,0,360513302,209659390,173216228,NA,18.0254912603183,18.6186849493057,19.7030394127603,18.9700512448536,19.160994819512,18.3524851107567,17.401204000087,17.486213750043,19.714996086706,18.9877906488323,19.8661037884107
"sp|O75915|PRAF3_HUMAN",1,1,6,192709184,138544690,199420854,832927334,828577942,821302700,19.1109279937748,18.7467035030246,19.0766927918234,20.5404569622324,20.5264022961761,20.5352214664471,19.1146688467069,19.2156810656112,19.1620995775325,20.5329847878653,20.5316365650863,20.5400337856175
"sp|O75934|SPF27_HUMAN",1,1,4,56515952,190430480,115437720,113853620,145802160,81004888,18.5642417217151,19.0647977515431,17.8500334925505,18.5504241461916,18.210020056495,18.7977611922439,19.4201831855575,18.8135411273487,18.4229591950865,18.4514041405383,18.140123501962,18.1940534010796
"sp|O75935|DCTN3_HUMAN",1,0.752908511,2,305573696,354252416,448490976,0,96701272,0,19.9213991188594,19.6855202565541,19.5377015382537,NA,NA,18.3871371144218,19.8046246237266,19.6943922673358,19.8207857732484,18.0872764982566,18.5768810313364,17.5572537169855
"sp|O75937|DNJC8_HUMAN",1,1,7,70410608,269057928,326270896,488371544,579648010,497316386,19.6032385635923,19.4104372601075,18.0698544915951,20.0065870347852,20.0247369730718,20.1779315979686,18.6307368904168,18.6116337129512,18.7038871456851,20.1263241489388,20.0810778854753,20.1948485839927
"sp|O75940|SPF30_HUMAN",1,1,3,42151580,43465560,65233460,74879970,71720370,46445800,17.9934830854439,17.5874794583419,17.5567827268816,18.1313969894925,17.6537965993298,18.0882853656394,17.3612366785235,17.3434952343255,17.9370649150395,18.2258181419539,17.8238868367824,18.0511658775047
"sp|O75947|ATP5H_HUMAN",1,1,7,434230208,350702284,499550412,675079214,960770530,587812780,20.0292190758852,19.6754482277781,19.8890853846145,20.3303405960254,20.1919190538019,20.6832461559033,20.180485292851,19.9914784202412,19.6653375742549,20.3182928731228,20.2138035882937,20.384406635719
"sp|O75954|TSN9_HUMAN",1,1,2,0,0,0,52935352,13689990,0,NA,NA,NA,17.7845819534022,NA,16.4321754668042,NA,NA,NA,18.1985889284842,15.7337624585513,18.7320054491534
"sp|O75955|FLOT1_HUMAN",1,1,9,59972140,149188420,72637782,340226989,467806914,565772952,18.1009957576502,18.8207206287808,17.9093906790169,19.6451235675248,20.153703410811,19.9635661918256,18.2283252973238,18.9547184991662,18.257029856905,19.348485864042,19.7162368504402,19.7505225585278
"sp|O75964|ATP5L_HUMAN",1,1,4,119902880,134746684,155354584,324650032,516684450,687683484,18.8612207009316,18.7189071589163,18.6021926397259,19.5982583354865,20.3488392377155,20.062942897972,18.9972032390236,18.6709099236752,18.7955924391841,19.5243355449757,20.0968654672849,19.7357354633334
"sp|O75976|CBPD_HUMAN",1,1,9,0,0,835202,252823732,134585520,146600210,13.6354288907437,NA,NA,19.3482030924131,18.8032197798851,18.7177103913791,13.6671974529954,14.0162895126429,13.4561546867824,18.6884544191935,18.9643565801514,18.4718081140085
"sp|O76003|GLRX3_HUMAN",1,1,9,286657986,382152089,724380764,284890392,338844691,227213100,20.4008277292311,19.7613292260781,19.4738003766899,19.4676150747857,19.2413989015998,19.6410524217241,19.4159140374039,20.5831165021603,19.8845141407893,19.3767089692698,19.146096003299,19.5728212264381
"sp|O76021|RL1D1_HUMAN",1,1,10,923526720,1034614914,1310549366,1047932882,922427888,951426214,20.99371224961,20.7572951306627,20.6437102905905,20.7700853769012,20.6734726946625,20.6425197606338,20.7994942426902,20.9229071533519,20.8318108484541,20.5649392513246,20.7701946408548,20.6606880862533
"sp|O76024|WFS1_HUMAN",1,1,3,0,10727930,11797550,124096410,0,114789950,16.2834024407598,16.188361178941,NA,18.6365693214728,18.5586144944636,NA,16.2354742273844,16.225681678293,16.2300054828653,18.5726658105677,18.7437280911956,18.6440961964167
"sp|O76031|CLPX_HUMAN",1,1,7,121169596,54193870,29241980,177841108,145800646,168409668,17.1911159060115,17.8080783603826,18.6127017420435,18.9964010579202,18.9419100690509,18.797750808256,17.5758573044438,18.9531403582386,17.9289101751044,18.8866938916098,18.8422556877913,18.8842739073095
"sp|O76061|STC2_HUMAN",1,1,3,32636740,11357156,19802860,0,0,0,16.8013369296781,16.2453585878013,17.3009492056211,NA,NA,NA,16.6341975965235,16.731899180166,17.2382309444532,NA,NA,NA
"sp|O76071|CIAO1_HUMAN",1,1,4,21307900,0,26592350,105622258,31165380,72492318,17.0961341384039,NA,16.874588453935,18.4753796835413,18.0989911555902,17.2548184213162,17.0820036965524,17.0782935016615,17.0252802038817,18.8972787331224,18.0011105995911,18.8550878923724
"sp|O76094|SRP72_HUMAN",1,1,9,775962080,950121154,443261102,679170988,579409066,115342384,19.9096695494182,20.6721000649538,20.4696142109741,20.3363834770903,18.5634155152634,20.1775192903984,20.1106588046176,21.1010318034672,20.4662735484373,20.2851253650347,20.1615315862493,20.4439342009406
"sp|O76095|JTB_HUMAN",1,1,1,42400168,54022448,57022592,63895280,63240920,66872312,17.8589580981498,17.8049102218514,17.5626628824585,17.9727560512049,18.0182955679801,17.9624621179543,17.7348770884025,17.7259588415185,17.8473508603625,17.9852611898076,18.008375908622,17.9746008173753
"sp|O94760|DDAH1_HUMAN",1,1,9,230136488,485896642,357381668,336983882,378716082,245592304,19.6943148667048,20.0015064884652,19.2541831169668,19.6355456592797,19.3191834182414,19.7522973583025,19.5567604475097,19.4222557545844,19.5200905065546,19.5178744336208,19.7631811631327,19.4949594529953
"sp|O94766|B3GA3_HUMAN",1,1,2,0,0,0,59130428,0,0,NA,NA,NA,17.8952562060593,NA,NA,NA,NA,NA,17.488894072238,17.5534270000986,17.8602788452032
"sp|O94769|ECM2_HUMAN",1,0.757802632,1,26408620,32152450,0,0,0,0,NA,17.2859992110321,17.0892010299736,NA,NA,NA,17.0560334089607,16.8592709645395,17.3697679058817,NA,NA,NA
"sp|O94776|MTA2_HUMAN",1,1,9,105585820,0,43150488,252196860,381028582,366251564,17.5802042848156,NA,18.475034639917,19.3457205309814,19.7188309885936,19.7583849486499,19.5088589983016,17.7806791029292,17.758635926943,19.7977945651621,19.3918273910172,19.6421011654601
"sp|O94808|GFPT2_HUMAN",1,0.892602931,1,0,0,0,0,1076374016,0,NA,NA,NA,NA,NA,20.7968638368006,NA,NA,NA,21.1304900197362,20.2885933565684,20.427890844154
"sp|O94826|TOM70_HUMAN",1,1,11,296868878,338867630,412867474,434141148,445641130,435255762,19.8386372132318,19.6411201171143,19.5088011110669,19.8888802649967,19.8914443748937,19.9150245448312,19.4401894465489,19.8101533631444,19.6093344042497,19.9159103876415,19.8990398705426,19.8983715600658
"sp|O94832|MYO1D_HUMAN",1,1,4,44812370,14832320,17712150,21720270,64545710,80654710,16.6897614027294,16.5123191415281,17.6179947753436,16.893756483892,18.2056877613262,17.9828842129399,17.9760904772254,17.009415488786,16.6486996806042,17.8318505590241,18.3470357311868,18.9636831652137
"sp|O94855|SC24D_HUMAN",1,0.999878883,2,940239272,38454680,39255200,0,0,0,17.4855944774939,17.464990963024,20.6616449455182,NA,NA,NA,19.0231152439224,20.4371032812236,20.2245070138928,NA,NA,NA
"sp|O94874|UFL1_HUMAN",1,1,15,775410178,882872346,583158776,605718616,723657068,389725404,20.1839700502893,20.5986911796008,20.4689027092434,20.221926106166,19.7809529567909,20.3998281751528,20.4310407997063,20.499323113871,20.6278686183872,20.2761656270837,20.0405438014993,19.7387695268575
"sp|O94880|PHF14_HUMAN",1,0.998710079,2,37450032,0,0,57366680,0,46505952,NA,NA,17.4385181223998,17.8649742049366,17.6550908623663,NA,17.3979633456587,16.917910157898,17.3563883138013,17.73279075459,17.5655945788063,17.7520455013568
"sp|O94886|CSCL1_HUMAN",1,1,2,943193600,1266154524,1458032016,381220192,418084236,384507808,21.1003534291395,20.9592502100921,20.664782121753,19.7588876979113,19.7674746535959,19.8511934917174,20.795991478977,20.7375242314127,20.9178324291324,19.8420358974291,19.8905596679458,19.7878833472188
"sp|O94888|UBXN7_HUMAN",1,1,1,65225288,0,86631640,0,89478000,81075952,18.2771756647734,NA,17.9933578044622,NA,18.2108969523027,18.309503342973,17.9522914059604,17.8117121144991,18.1528580139229,18.2188291079181,18.2126940468689,18.3960137028724
"sp|O94903|PLPHP_HUMAN",1,0.999999762,2,36122020,0,40023808,36981020,0,0,17.5049850350169,NA,17.4024132096448,17.4259153660199,NA,NA,17.3425214732864,17.5467786648332,17.5095131166528,16.7883061624528,17.3799425506195,16.8756613815072
"sp|O94905|ERLN2_HUMAN",1,1,6,140089596,182648206,216279442,222466986,239919508,237559068,19.1920818424858,19.0230724890933,18.7577927473078,19.2202892710334,19.2859268578848,19.2958140417194,19.0980250177127,19.226235475291,19.0837903816838,19.2736377260674,19.2482196020012,19.2776951998455
"sp|O94906|PRP6_HUMAN",1,1,13,1467392612,2099754584,2141850764,288323327,353089294,3611973672,21.4849361352096,21.4650863100847,21.1067529294761,19.4795930715796,22.007520183438,19.6822315404163,21.1833950145125,21.603912827938,21.394981603946,20.5307093749074,22.1694307913411,20.4504683589108
"sp|O94919|ENDD1_HUMAN",1,1,3,20699900,19851360,21432830,42792010,82007952,40262250,16.8804344165937,16.8037830766044,16.8456394273061,17.5718619608817,17.5109248633505,18.2223267761365,16.8327890635319,16.8487173148994,16.8380888001337,17.5230033575484,17.2538175711708,17.5087688636836
"sp|O94925|GLSK_HUMAN",1,1,9,254257130,364030150,403087362,1159028254,635349121,1099240318,19.8146638755741,19.7127472518412,19.3538566357642,20.8708477789189,20.8178851581629,20.2696852026244,20.1157780224093,19.6343053904507,19.127784665598,20.4618471476713,20.2788294704754,20.3553739897133
"sp|O94966|UBP19_HUMAN",1,0.968534512,3,57813849,3976568,11504600,0,13122530,0,16.2582575133548,15.1959296936983,17.8727389070187,NA,NA,16.3898411582557,16.2508669269268,18.5097121805261,18.8132775169756,16.3635363913058,16.3443228569873,15.9964674718592
"sp|O94973|AP2A2_HUMAN",1,1,6,0,42605112,109638890,6754952,84037760,63095940,18.5127027053053,17.5674848040402,NA,15.7257864235037,17.9601669831276,18.2467767796116,17.6285190519286,18.5838606270849,18.6616040161367,17.4179884483956,16.9110462548612,17.973228346042
